,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Belarus,Brazil,Canada,Switzerland,Chile,Colombia,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,Ireland,Iceland,Israel,Italy,Japan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Netherlands,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uruguay,United States,"Venezuela, RB",Viet Nam,World (WBG members),South Africa
2022M02,4.762486,6.810951,4.122987,6.398291,5.290592,4.52,5.4,3.629674,10.9301,5.5,2.366482,7.700899,11.92294,5.8,2.5,3.028538,2.472969,6.302348,3.539394,5.776925,4.554162,7.226195,7.578495,13.2,5.6,6.739454,7.092593,3.9,13.31327,4.717841,4.418401,7,3.496296,4.7,4.052246,3.9,8.212711,2.690468,2.8,8.374233,NA,4.7,9.4,4.884338,7.090137,11.87158,3.92,8.341103,14.77657,3.521214,8.335269,3.581479,3.2,3.189834,NA,8.407325,6.4,5.6,5.651191,2.9,4.104487,NA,4.855716,2.3,34.59842,6.78,6.3,7.4561,1.64,15.95428,10.7,3.68,7.3,3.8,NA,2.34,6.427669,34.59842
2022M03,4.680326,6.688203,3.977544,6.18297,5.420506,4.46,5.4,3.597577,10.52868,5.4,2.296466,7.654746,11.78762,6,2.3,2.968156,2.455302,6.046888,3.445675,5.860931,4.323376,7.176611,7.449774,13.3,5.6,6.872612,7.103704,4,12.44924,4.652937,4.93508,7,3.418519,4.9,4.125742,3.8,8.271947,2.574737,2.8,8.014762,NA,4.7,9.4,4.748304,6.930731,11.83484,3.46,8.178962,14.63884,3.589401,8.292256,3.501506,3,3.215829,NA,7.612862,6.4,5.6,5.659827,2.9,4.100045,NA,4.88736,2.3,34.69694,6.61,6.1,7.615326,1.32,15.73709,11.1,3.71,7.5,3.6,NA,2.34,6.317934,34.69694
2022M04,4.693413,6.569342,3.76214,6.159347,5.66278,4.39,5.4,3.715507,10.14224,5.3,2.234743,7.596393,10.76983,6.5,2.5,3.06599,2.452544,5.565216,3.111477,5.769617,3.860464,7.233865,7.170391,13.1,5.5,6.127518,7.211111,3.9,12.23082,4.650773,5.186303,6.9,3.292593,4.5,3.188668,3.5,8.200538,2.568717,2.8,7.585066,NA,4.7,9.3,4.704658,6.738208,11.51531,3.07,7.840195,14.53088,3.706282,8.234409,3.391798,3.2,3.290107,NA,6.86374,5.4,5.5,5.882338,2.9,4.038251,NA,4.870789,2.1,33.93617,6.48,5.9,7.849666,1.36,15.4717,10.9,3.69,7.8,3.7,NA,2.34,6.164383,33.93617
2022M05,4.658331,6.618336,4.010147,6.103151,5.804305,4.4,5.4,3.687849,9.610126,5.2,2.170318,7.592298,10.09576,6.4,2.5,2.96633,2.462754,5.292398,3.126121,5.729932,3.721608,7.214284,7.071526,12.9,5.5,6.212508,7.211111,3.9,12.73253,4.613321,4.805232,7,3.281481,4.2,3.782129,3.7,8.163394,2.62165,2.9,7.344426,NA,4.7,9.1,4.711442,6.523126,11.42349,3.32,7.727566,14.43238,3.691787,8.186914,3.317121,3.2,3.304898,NA,6.849262,5.4,5.4,5.967302,2.9,3.985921,NA,4.832345,2.1,33.95542,6.31,5.9,7.840533,1.41,15.31813,10.9,3.72,7.9,3.6,NA,2.34,6.092489,33.95542
2022M06,4.621684,6.694703,3.63565,6.173402,5.797869,4.38,5.4,3.646129,9.270895,5,2.134217,7.628103,10.8511,6.5,2.4,2.932234,2.465191,5.054126,3.114406,5.568422,3.732749,7.223196,7.023592,12.9,5.5,6.828113,7.177778,3.7,12.26794,4.585483,4.555626,6.7,3.325926,4.2,4.260067,3.4,8.192649,2.640916,2.9,7.326109,NA,4.7,9,4.723403,6.585758,11.60606,3.34,7.665868,14.37695,3.621842,8.216375,3.520854,3.3,3.300662,NA,7.609488,5.4,5.3,6.024468,2.9,4.012617,NA,4.798644,2.1,33.88025,6.24,5.8,7.38877,1.37,15.23428,10.2,3.7,8.2,3.6,NA,2.34,6.048949,33.88025
2022M07,4.554493,7.029566,3.463515,6.252811,5.539646,4.4,5.4,3.550826,9.086072,4.8,2.102527,7.658414,11.02787,6.3,2.4,3.3782,2.561099,4.996198,2.986649,5.524624,4.01226,7.271232,6.938072,12.8,5.6,6.958147,7.051852,3.6,12.26901,4.522206,4.406595,6.8,3.5,4.2,4.291696,3.5,7.817889,2.498507,2.9,7.260398,NA,4.7,9.2,4.705088,6.852408,11.43169,3.17,7.571187,14.39568,3.367164,8.195994,3.504095,3.2,3.28172,NA,7.61994,5.2,5.3,6.11538,2.9,3.915399,NA,4.766077,2.1,33.27709,6.13,5.7,7.078917,1.17,15.18555,10.2,3.67,8,3.5,NA,2.34,5.97047,33.27709
2022M08,4.601103,7.130633,3.538816,6.34049,5.478386,4.5,5.4,3.535632,8.956141,5.2,2.076745,7.658642,11.0374,6.2,2.4,3.008062,2.594737,4.846654,2.995435,5.412521,4.073986,7.293996,6.887142,12.8,5.6,7.263111,6.996296,3.8,12.29563,4.552496,4.239398,6.7,3.6,4.3,3.993822,3.6,8.308542,2.566243,2.6,7.204915,NA,4.7,8.7,4.761075,6.98236,11.47451,3.24,7.514191,14.31251,3.28776,8.210493,3.646151,3.2,3.278657,NA,7.231876,5.2,5.3,6.171922,2.9,3.864313,NA,4.730812,2.1,33.10508,6.11,5.6,6.851708,1.2,15.19435,9.8,3.65,7.8,3.6,NA,2.34,5.962031,33.10508
2022M09,4.572487,7.124399,3.603873,6.36409,5.495581,4.51,5.4,3.518817,8.812351,5.1,2.056679,7.889695,11.44671,6.2,2.3,2.986394,2.5388,4.718867,2.989578,5.503216,4.019341,7.327854,6.898814,13,5.6,7.009325,6.951852,3.9,12.31249,4.538421,4.136551,6.6,3.7,4.3,3.465714,3.8,7.903421,2.626098,2.8,7.197865,NA,4.7,8.5,4.84318,7.018804,11.43205,3.13,7.518622,14.23878,3.248097,8.21269,3.632285,3.3,3.289087,NA,7.83252,5.2,5.3,6.251064,2.9,3.904126,NA,4.687823,2.1,32.92425,6.11,5.6,6.900975,1.18,15.21475,10.1,3.64,8,3.5,NA,2.34,5.956036,32.92425
2022M10,4.585914,6.878288,3.434869,6.422489,5.634018,4.53,5.4,3.574658,8.526932,5.1,2.039814,7.995707,10.73963,6.3,2.2,3.143005,2.564266,4.725656,2.906858,5.553475,3.791563,7.264058,6.806004,13,5.7,6.551802,6.918519,3.8,11.83156,4.549498,3.900662,6.6,3.859259,4.4,2.781404,4.1,7.656354,2.58595,2.8,6.918337,NA,4.7,8.6,4.889987,6.910393,12.79356,3.2,7.400126,14.06702,3.290681,8.452432,3.579924,3.3,3.307865,NA,6.437411,4.8,5.3,6.252362,3,3.886507,NA,4.624951,2,32.49454,6.07,5.5,7.868908,1.37,15.30622,10.3,3.63,7.9,3.6,NA,2.34,5.909041,32.49454
2022M11,4.578423,6.763461,3.47133,6.18784,5.705386,4.55,5.4,3.549476,8.417808,5.1,2.019435,8.262615,10.89391,6.6,2.6,3.043992,2.663937,4.757684,2.839498,5.420568,3.640021,7.227835,6.781388,13.1,5.7,6.796379,6.896296,3.9,11.68753,4.527503,3.8161,6.5,3.914815,4.5,4.931783,4,7.739959,2.517973,2.7,6.976942,NA,4.7,8.6,4.900868,6.781708,12.74413,2.95,7.389295,13.94484,3.304828,8.436327,3.605481,3.3,3.340749,NA,8.991623,4.8,5.3,6.411388,3,3.705324,NA,4.658407,2,32.53879,6.03,5.4,7.249279,1.14,15.39589,10.1,3.66,8.1,3.6,NA,2.34,5.89169,32.53879
2022M12,4.578431,6.702935,3.469749,6.247489,5.733836,4.7,5.4,3.527867,8.298425,5,1.995004,8.38192,11.22647,6.6,2.3,3.102789,2.517486,4.814279,2.821925,5.435067,3.5278,7.191934,6.747551,13.1,5.7,7.098563,6.885185,3.8,12.37831,4.522059,3.600866,6.5,3.925926,4.4,3.146581,4.1,8.003444,2.521501,3,6.875191,NA,4.7,8.7,4.882438,6.530853,12.78616,2.93,7.353256,13.95771,3.330971,8.432071,3.511637,3.4,3.365559,NA,7.667587,4.8,5.2,6.551086,2.9,3.673247,NA,4.639801,2,32.62199,5.94,5.3,7.429314,1.08,15.52679,10.3,3.59,8.5,3.5,NA,2.34,5.872396,32.62199
2023M01,4.516287,6.768144,3.609337,6.194189,5.673686,4.54,6.3,3.554607,8.485222,5,1.988129,8.448972,11.55936,6.3,2.5,2.974243,2.736865,4.912494,2.817825,5.19627,3.457801,7.176443,6.724932,13.1,5.3,7.044387,6.885185,3.9,11.10305,4.45565,3.397974,6.4,3.788889,4.3,3.119253,4.1,7.878982,2.496903,2.9,6.961938,NA,4.7,8.6,4.852898,6.289694,12.60553,2.89,7.345727,13.41274,3.437551,8.416417,3.58512,3.6,3.338855,NA,7.254342,4.8,5.3,6.877203,2.9,3.508324,NA,NA,1.8,32.80994,5.72,5,7.327368,1.14,15.84436,9.6,3.57,8.6,3.4,NA,2.28,5.831803,32.80994
2023M02,4.560754,6.682994,3.650517,6.171719,5.59756,5.09,6.3,3.533428,8.354165,5.1,1.97066,8.533722,10.49156,6.3,2.5,2.846247,2.733387,5.07564,2.78268,5.293751,3.425714,7.136817,6.661992,13,5.3,6.80258,6.896296,4,11.26832,4.492727,3.250407,6.2,3.788889,4.2,4.826547,3.8,7.790628,2.565527,2.6,6.739285,NA,4.7,8.5,4.893827,6.229292,12.62156,2.86,7.265216,13.3449,3.435784,8.402829,3.565642,3.6,3.373355,NA,6.360163,4.8,5.3,6.934963,2.9,3.495189,NA,NA,1.8,32.88289,5.64,5.1,7.79251,1.02,15.91704,10,3.56,8.1,3.6,NA,2.28,5.815974,32.88289
2023M03,4.536151,6.538589,3.598516,6.154596,5.612072,5.05,6.3,3.497575,8.316978,5.1,1.94971,8.600242,9.695793,6.1,2.5,2.876614,2.730515,5.263477,2.80611,5.299398,3.431461,7.098072,6.632191,12.6,5.3,6.774115,6.918519,3.9,11.34526,4.470853,2.973505,6.1,3.822222,4.1,2.808265,3.7,7.930159,2.77575,2.7,6.643791,NA,4.7,8.6,4.978986,6.171959,12.6226,2.81,7.230774,13.23278,3.392244,8.380299,3.600915,3.7,3.428391,NA,6.557433,4.8,5.2,6.880967,2.9,3.48924,NA,NA,1.8,32.9262,5.52,5,7.126531,1.1,15.91513,10.1,3.58,8.4,3.5,NA,2.28,5.78808,32.9262
2023M04,4.464751,6.148431,3.656137,6.24454,5.540652,5.01,6.3,3.414402,8.186628,5.1,1.950907,8.46212,10.31631,6,2.7,2.955599,2.75507,5.599284,2.630225,5.220191,3.641218,7.069307,6.563968,12.1,6.4,7.024434,6.951852,4,11.29193,4.393735,2.843502,6,3.962963,4.1,2.553007,3.6,7.987436,2.571717,2.6,6.652207,NA,4.7,8.7,5.03626,6.273084,12.72216,2.86,7.170415,13.15514,3.138057,8.371252,3.407598,3.4,3.514189,NA,6.81606,4.3,5.2,6.494674,2.8,3.337911,NA,NA,1.9,32.52713,5.3,5,7.141074,1.09,15.72915,10.1,3.55,8.8,3.4,NA,2.28,5.717488,32.52713
2023M05,4.54336,6.023506,3.610265,6.385377,5.485705,5.05,6.3,3.400767,8.1535,5.3,1.96466,8.334433,10.08821,6,2.5,2.872175,2.697822,5.71987,2.64194,5.0765,3.665521,7.049651,6.515028,11.9,6.4,7.133207,6.996296,4.2,11.02863,4.446708,2.792365,6.1,4.007407,4.1,3.517927,3.5,7.793106,2.518562,2.6,6.625554,NA,4.7,8.6,5.046061,6.451133,12.67698,2.97,7.121365,13.0594,3.052301,8.346069,3.637543,3.4,3.591163,NA,6.795884,4.3,5.1,6.354414,2.9,3.28865,NA,NA,1.9,32.45594,5.11,5,7.306189,1.13,15.68741,9.6,3.49,8.4,3.7,NA,2.28,5.724852,32.45594
2023M06,4.525476,5.85005,3.556458,6.449732,5.476529,5.23,6.3,3.359012,7.999574,5.4,1.974447,8.381262,8.984759,5.9,2.6,3.052992,2.783884,5.728551,2.559935,4.943171,3.684411,7.046448,6.371448,11.9,6.4,7.190201,7.051852,4.3,11.23183,4.416518,2.857315,6.2,4.02963,4.3,2.838825,3.5,7.35874,2.535838,2.6,6.371455,NA,4.7,8.5,5.17004,6.521708,12.8485,2.64,6.961759,12.99016,2.999674,8.381723,3.516718,3.4,3.676289,NA,6.914656,4.3,5.2,6.258093,2.9,3.122578,NA,NA,1.9,32.33647,5.15,5,7.96008,0.85,15.6662,9.3,3.44,8.1,3.6,NA,2.28,5.635431,32.33647
2023M07,4.549986,5.666326,3.681601,6.55241,5.452424,5.41,6.3,3.541542,7.907233,5.5,2.017275,8.540133,9.732974,5.7,2.8,2.973093,2.766511,5.655685,2.791466,4.928509,3.609297,6.986304,6.447211,12,7.3,7.22478,7.148148,4.2,11.33295,4.432532,2.839376,6.3,3.940741,4.3,3.186599,3.4,7.929504,2.600533,2.8,6.428755,NA,4.7,8.7,5.231435,6.463356,13.57036,2.88,7.060696,12.8903,3.026327,8.508455,3.615556,3.6,3.847517,NA,6.663356,4.8,5.1,6.316473,2.8,3.118705,NA,NA,2,32.31298,5.18,4.9,6.802576,1.05,15.62545,9.3,3.44,7.8,3.5,NA,2.28,5.68935,32.31298
2023M08,4.631032,5.659213,3.742022,6.527088,5.402254,5.49,6.3,3.532379,7.868691,5.5,2.045509,8.738855,9.710066,5.6,2.6,3.085823,2.791381,5.505436,2.765108,4.893143,3.609888,6.98601,6.414377,12,7.3,7.281438,7.203704,4.1,12.14617,4.497797,2.855664,6.3,3.985185,4.4,3.23942,3.2,7.454773,2.667937,2.5,6.385875,NA,4.7,8.6,5.276229,6.470525,13.62592,2.7,7.019006,12.81923,3.012925,8.528635,3.533197,3.6,3.915992,NA,6.854402,4.8,5.1,6.304685,2.9,3.074311,NA,NA,2,32.18123,5.23,4.9,8.07938,0.96,15.71998,9.2,3.43,8.1,3.8,NA,2.28,5.706938,32.18123
2023M09,4.613667,5.715618,3.619214,6.518212,5.506905,5.59,6.3,3.521098,7.827763,5.6,2.081021,8.783428,9.972893,5.6,2.6,3.111368,2.845053,5.311871,2.741678,4.855935,3.593241,6.978793,6.39112,12,7.3,7.269814,7.248148,4,10.72322,4.481159,2.957283,6.3,4.074074,4.6,4.133964,3.2,7.544994,2.529351,2.6,6.373705,NA,4.7,8.7,5.421554,6.582547,13.55527,2.7,6.993398,12.75446,3.004819,8.522387,3.525599,3.6,3.957333,NA,6.483314,4.8,5.2,6.319424,2.9,3.00932,NA,NA,2,32.07619,5.24,4.9,8.128729,0.88,15.89473,9.1,3.48,8.1,3.8,NA,2.28,5.685989,32.07619
2023M10,4.635242,5.862196,3.765776,6.553329,5.528113,5.68,6.3,3.472598,7.811159,5.7,2.119349,8.896769,10.16967,5.6,2.9,3.341062,2.887131,5.054474,2.62326,4.693767,3.829988,6.946183,6.3339,12,6.5,7.724882,7.281481,3.9,10.70225,4.48944,2.977909,6.3,4.325926,4.5,3.180812,3.1,7.641549,2.496384,2.5,6.405073,NA,4.7,8.6,5.438415,6.756352,13.2061,2.66,6.932989,13.05504,3.010347,8.471302,3.493093,3.7,3.847314,NA,6.591599,4.5,5.2,6.337515,2.9,2.889671,NA,NA,2,32.08907,5.24,4.9,8.16971,0.83,16.48641,8.6,3.43,8.7,3.8,NA,2.28,5.663176,32.08907
2023M11,4.590503,6.114801,3.772799,6.587872,5.500355,5.63,6.3,3.446417,7.792742,5.8,2.15905,9.038506,10.25658,5.6,2.6,3.134364,2.870211,4.95949,2.617403,4.779358,3.836979,6.911238,6.384731,11.9,6.5,7.852979,7.303704,3.8,10.54565,4.453986,2.979332,6.2,4.414815,4.4,3.382836,2.9,7.567506,2.516205,2.8,6.497205,NA,4.7,8.8,5.696823,6.858578,13.12793,2.8,6.996121,12.93303,3.009135,8.444115,3.512753,3.7,3.936894,NA,7.210441,4.5,5.1,6.418794,2.9,2.902674,NA,NA,2,32.08349,5.17,4.8,8.036076,0.81,16.62365,9,3.39,8.5,3.7,NA,2.28,5.672017,32.08349
2023M12,4.605821,6.490823,3.980069,6.574179,5.53309,5.59,6.3,3.423284,7.769451,5.8,2.191873,9.006083,10.79011,5.6,2.7,3.097468,2.734255,4.902196,2.640833,4.711498,3.794104,6.871426,6.39294,11.9,6.5,7.491089,7.314815,4,10.4213,4.45989,3.028905,6.2,4.459259,4.5,3.798275,3.2,7.11199,2.523414,3.2,6.554711,NA,4.7,8.9,5.446371,7.002972,13.15289,2.78,7.014155,12.9496,3.007838,8.423306,3.516078,3.9,4.063565,NA,7.121726,4.5,5.1,6.455025,2.8,2.871186,NA,NA,2,32.12532,5.08,4.8,8.273847,0.89,16.58304,8.8,3.39,8.3,3.7,NA,2.28,5.683516,32.12532
2024M01,4.630363,7.161477,4.03802,6.682875,5.678943,5.55,NA,3.263536,7.660668,5.7,2.224302,8.841027,10.65659,5.5,2.9,3.072827,2.898933,4.917993,2.687649,4.735763,3.693333,6.785727,6.413232,11.9,7.8,7.677673,7.32963,4.2,11.90736,4.47366,2.961139,6,4.4,4.5,4.261073,3.3,7.151644,2.499946,3,6.52226,NA,NA,8.7,5.601606,7.077794,13.34837,2.75,7.047103,13.00714,2.971721,8.376693,3.672701,3.8,4.303145,NA,6.864616,4.5,5.2,6.495766,2.9,2.801962,NA,NA,2.1,32.72484,5.09,4.6,8.185564,1,16.07633,9,3.39,8.6,3.7,NA,NA,5.7061,32.72484
2024M02,4.737266,7.426678,3.734612,6.731638,5.706608,5.43,NA,3.239657,7.553172,5.8,2.240727,8.634799,10.72587,5.3,2.7,3.422811,2.912423,4.962818,2.747233,4.651854,3.573203,6.744731,6.375908,11.8,7.8,7.945211,7.307407,4.3,11.87517,4.552032,2.84002,6,4.4,4.2,3.411212,3.3,7.576496,2.656413,2.6,6.46128,NA,NA,8.7,5.577846,7.117813,13.37103,2.6,7.009424,12.93368,3.004137,8.347021,3.750504,3.9,4.422571,NA,6.919346,4.5,5.1,6.507083,3,2.79237,NA,NA,2.1,32.78957,4.99,4.7,8.096585,1.14,15.94389,8.7,3.4,8.3,3.9,NA,NA,5.734189,32.78957
2024M03,4.708625,7.575412,3.879287,6.885649,5.606269,5.43,NA,3.205106,7.450522,6.1,2.286125,8.444648,10.93373,5.2,2.9,3.47945,2.914877,5.062624,2.708929,4.540512,3.415313,6.702906,6.340213,11.7,7.8,8.840566,7.262963,4.4,10.66398,4.505844,2.889147,5.8,4.4,4.2,3.787107,3.3,7.129011,2.679201,2.8,6.460659,NA,NA,8.9,5.598182,7.16665,13.39274,2.68,6.994595,12.83212,3.062484,8.324452,3.697034,3.9,4.516602,NA,6.905237,4.5,5.1,6.492657,3.2,2.586297,NA,NA,2.1,32.82147,4.99,4.7,8.515058,1.05,15.90735,8.6,3.4,8.8,3.8,NA,NA,5.701116,32.82147
2024M04,4.660311,7.637892,4.036681,6.893073,5.521738,5.45,NA,3.012828,7.210697,6.1,2.313716,8.316851,10.25671,5,2.8,3.041625,2.863829,5.233927,2.395359,4.541097,3.081165,6.585572,6.265997,11.6,7.3,8.179153,7.122222,4.4,10.36038,4.467808,2.851252,5.6,4.355556,4.4,3.88606,3.4,6.772075,2.667282,2.8,6.33256,NA,NA,8.3,5.660906,7.092078,13.4418,2.66,6.900817,12.56824,3.094711,8.283608,3.726528,4.1,4.544437,NA,7.746277,3.8,5,6.404199,3.2,2.631916,NA,NA,2,33.37583,4.97,4.6,8.455807,1.14,16.11426,8.6,3.39,8.9,3.9,NA,NA,5.637496,33.37583
2024M05,4.704117,7.517346,4.029403,6.953245,5.374402,5.37,NA,3.007185,6.980192,6.2,2.361181,8.154108,9.956826,4.8,2.7,3.598526,2.916652,5.36542,2.357055,4.509786,2.990932,6.560709,6.172373,11.6,7.3,8.112164,7.088889,4.2,10.14616,4.496891,2.80829,5.5,4.388889,4.4,2.743962,3.3,6.718182,2.611894,2.8,6.137466,NA,NA,8.4,5.773036,6.971322,13.44816,2.65,6.79109,12.47551,3.154207,8.271437,3.641354,4.2,4.608108,NA,6.987337,3.8,5.1,6.361646,3.2,2.591606,NA,NA,2,33.2747,4.98,4.6,8.047582,1.05,16.12639,8.5,3.35,8.2,4,NA,NA,5.605212,33.2747
2024M06,4.71751,7.023072,4.098679,7.027131,5.359895,5.55,NA,2.964967,6.91546,6.4,2.429461,8.235219,10.01112,5.1,2.7,3.471216,2.883978,5.478357,2.288959,4.63055,3.048364,6.548842,6.158743,11.5,7.3,8.274016,7.088889,4.1,8.522558,4.498515,2.860248,5.3,4.455556,4.4,3.065195,3.1,7.068128,2.532539,2.8,6.053615,NA,NA,8.9,5.709741,6.841869,13.6027,2.76,6.78567,12.39663,3.223022,8.296527,3.719372,4,4.673765,NA,6.115938,3.8,5,6.327492,3.2,2.525437,NA,NA,2,33.127,5.03,4.7,8.033223,0.89,16.08278,9.2,3.34,8,4.1,NA,NA,5.603725,33.127
2024M07,4.753803,NA,4.207091,7.088014,5.463151,5.61,NA,3.018913,6.81936,6.4,2.481359,8.479682,10.09138,5.3,2.7,3.665078,2.873848,NA,2.775416,4.559099,3.221777,6.590155,6.183825,11.4,7.4,8.255849,7.122222,4,9.779655,4.536757,3.024481,5.3,4.555556,4.5,2.569618,2.7,6.129843,2.703321,2.5,6.031022,NA,NA,8.7,5.742578,6.763029,13.66395,2.69,6.804813,NA,NA,8.325981,3.620813,4,4.721163,NA,6.339391,4.7,5.2,6.300106,3.1,2.51802,NA,NA,1.8,32.60482,5.05,4.6,8.481244,0.97,15.97275,8.8,3.34,8.3,4.3,NA,NA,5.634596,32.60482
2024M08,4.681497,NA,4.139141,7.152583,5.517941,5.5,NA,3.011759,6.667268,6.6,2.53505,8.670537,10.12514,5.3,2.7,3.649539,2.894194,NA,2.822232,4.483084,3.553671,6.582103,6.149345,11.3,7.4,8.161775,7.188889,4.3,9.671809,4.474648,3.136028,5.1,4.688889,4.1,2.50419,2.6,5.639835,2.472979,2.4,5.986605,NA,NA,9,5.781106,6.765197,13.73465,2.77,6.767141,NA,NA,8.336508,3.626916,4,4.828779,NA,6.107384,4.7,5.1,6.321901,3.1,2.481919,NA,NA,1.8,32.4554,5.04,4.6,8.326756,1.08,15.96007,8.6,3.36,8.4,4.2,NA,NA,5.581595,32.4554
2024M09,4.631803,NA,4.038101,7.257392,5.615244,5.48,NA,3.003278,6.515424,6.5,2.589781,8.630988,9.724537,5,2.8,3.433387,2.940708,NA,2.737112,4.470883,4.011115,6.569195,6.060915,11.2,7.4,8.390351,7.288889,NA,9.291914,4.430304,3.062922,5.1,4.855556,4.1,5.375049,2.7,5.650966,2.427749,2.5,5.80267,NA,NA,9.1,5.714499,6.672904,13.66769,2.74,6.662034,NA,NA,8.317217,3.611618,NA,4.969582,NA,5.05804,4.7,5.2,6.378141,3.2,2.407655,NA,NA,1.8,32.33903,5.01,4.6,8.647527,0.88,16.00591,8.6,3.38,7.9,4.1,NA,NA,5.509324,32.33903
2024M10,NA,NA,4.08844,7.255215,NA,5.36,NA,NA,NA,6.5,2.630693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.165806,4.8,NA,4.2,NA,2.5,NA,NA,2.7,NA,NA,NA,8.9,5.805602,6.726206,NA,NA,NA,NA,NA,NA,3.595002,NA,NA,NA,6.399641,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.584959,0.96,NA,NA,3.38,7.4,4.1,NA,NA,NA,NA
