,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Belarus,Brazil,Canada,Switzerland,Chile,Colombia,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,Ireland,Iceland,Israel,Italy,Japan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Netherlands,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uruguay,United States,"Venezuela, RB",Viet Nam,World (WBG members),South Africa
2019M01,5.263968,9.917128,5.059078,7.607076,5.635171,5.99,4.7,4.533692,12.45727,5.7,2.433648,7.585671,10.98525,7.8,2.1,3.092291,3.762261,5.623612,2.869597,6.902017,4.467796,8.378028,7.774927,14.3,4.8,6.556319,8.525926,4,19.58671,5.231334,2.863747,8.6,3.340741,5.1,3.139945,4.2,10.41649,2.438504,3.9,8.992532,NA,4.8,8.5,5.240611,6.849651,8.952197,3.46,8.449113,17.64844,4.146553,8.47109,4.732653,4,4.210856,6.9,6.964096,5.2,5.8,6.645767,3.2,4.800773,6.66737,5.756223,2.2,27.30113,5.27,8,6.361242,0.98,15.47016,13.6,3.71,8.4,4,NA,2.17,6.748446,27.30113
2019M02,5.178103,9.809438,5.041709,7.338778,5.58225,5.81,4.7,4.489204,12.43277,5.8,2.392604,7.330959,11.02977,7.8,1.8,2.781335,3.710191,5.797427,2.828594,6.934446,4.469786,8.16221,7.774434,14.2,4.8,6.986018,8.514815,3.9,19.65311,5.156307,2.806914,8.4,3.285185,4.9,3.705386,4,10.76937,2.40235,3.9,8.998117,NA,4.8,8.5,5.294736,6.672409,8.856002,3.42,8.457686,17.62662,4.194819,8.318618,4.555298,3.9,4.153276,6.9,7.586738,5.2,5.7,6.659971,3.2,4.814784,6.66737,5.69304,2.2,27.69952,5.19,7.9,6.899132,0.84,15.35944,13.8,3.71,8.3,3.8,NA,2.17,6.712619,27.69952
2019M03,5.17144,9.768838,5.101696,7.236297,5.542754,5.56,4.7,4.439596,12.20242,5.9,2.334777,7.190733,10.96654,7.8,2,3.231101,3.622786,5.998899,2.846167,6.894447,4.370548,7.979197,7.733681,14.2,4.8,6.632385,8.459259,3.9,18.25965,5.135665,2.81372,8.2,3.274074,5,3.723297,3.9,10.22036,2.473688,3.8,8.907973,NA,4.8,8.5,5.389386,6.572731,8.745911,3.63,8.424173,17.43683,4.180056,8.188372,4.538584,3.7,4.118872,6.9,7.049377,5.2,5.6,6.674336,3.2,4.729564,6.66737,5.66407,2.2,27.94807,5.08,7.8,7.428941,0.9,15.26767,13.9,3.72,9.1,3.8,NA,2.17,6.685908,27.94807
2019M04,5.109529,9.872275,5.184578,7.147083,5.54549,5.4,4.7,4.443423,12.17215,5.7,2.290322,7.092873,10.56097,7.3,2.1,2.948598,3.542271,6.40732,2.731231,6.845515,4.001264,7.619728,7.652976,14.2,4.7,7.217177,8.27037,3.9,18.21878,5.077776,2.73341,7.9,3.396296,5.1,3.420338,3.9,10.29403,2.468862,4.1,8.733336,NA,4.8,8.3,5.377753,6.374128,8.53004,3.49,8.334121,17.42931,3.962167,7.960661,4.494159,3.4,4.057671,6.9,5.58632,4.8,5.5,6.763961,3.1,4.715261,6.66737,5.68745,2.3,28.8552,4.93,7.6,6.580115,0.98,15.26182,13.8,3.74,8.1,3.7,NA,2.17,6.61285,28.8552
2019M05,5.014812,9.924468,5.197137,7.130861,5.416997,5.27,4.7,4.383037,12.10251,5.4,2.232346,6.959176,10.49664,6.9,2.1,2.94615,3.538661,6.565751,2.748804,6.731475,3.99226,7.522706,7.655586,14.2,4.7,7.088514,8.192593,4,17.42686,4.982719,2.767232,7.7,3.407407,5.2,4.107138,3.7,10.0999,2.309348,3.9,8.804135,NA,4.8,8.3,5.40679,6.278338,8.412371,3.55,8.361429,17.32805,3.926738,7.884798,4.392428,3.5,4.028682,6.9,7.038899,4.8,5.4,6.736388,3,4.577701,6.66737,5.704543,2.3,29.13315,4.85,7.6,6.779045,1.04,15.20042,13.7,3.76,8.9,3.6,NA,2.17,6.575183,29.13315
2019M06,4.964994,9.947447,5.183754,7.147417,5.395784,5.4,4.7,4.31942,11.95488,5.6,2.226041,6.954673,9.558176,7,1.8,2.898983,3.548672,6.591865,2.71073,6.70148,4.176035,7.481077,7.596158,14.2,4.7,6.507276,8.137037,3.9,17.24919,4.939233,2.772484,7.6,3.396296,5.2,4.200581,4.1,9.561989,2.282803,3.9,8.651095,NA,4.8,8.3,5.406396,6.253517,8.490906,3.55,8.292363,17.27462,3.937404,7.877734,4.37454,3.8,4.01246,6.9,6.812433,4.8,5.5,6.637174,3.1,4.475071,6.66737,5.714709,2.3,29.27102,4.84,7.5,6.469873,0.91,15.15401,13.7,3.74,9.7,3.6,NA,2.17,6.519635,29.27102
2019M07,5.046904,9.893489,5.213415,7.237177,5.219804,5.51,4.7,4.128136,11.90816,5.8,2.22675,7.106149,10.86704,7.1,2.1,2.898727,3.565822,6.585154,2.893026,6.714835,4.669503,7.615257,7.650234,14.2,3.9,6.470793,8.148148,4,17.77985,4.997347,2.84747,7.6,3.333333,5.1,3.368331,3.7,10.01406,2.29244,3.9,8.639864,NA,4.8,8.3,5.386348,6.166875,9.325306,3.53,8.366464,17.25784,4.0792,8.108777,4.332021,4,4.089357,6.9,4.695402,5.2,5.3,6.426313,3,4.485361,6.66737,5.715152,2.2,29.20187,4.79,7.5,7.344426,1.06,15.01892,13.9,3.73,9.2,3.7,NA,2.17,6.585319,29.20187
2019M08,4.935113,9.851956,5.312879,7.379237,5.176544,5.59,4.7,4.062876,11.88287,5.8,2.234963,7.182002,11.5077,6.8,2.1,2.956149,3.649733,6.454773,2.875454,6.699214,4.93644,7.644303,7.685011,14.1,3.9,6.640497,8.103704,3.9,17.39201,4.895917,2.872707,7.5,3.3,5,4.735031,3.6,9.17897,2.259303,3.6,8.774012,NA,4.8,8.4,5.402015,6.165071,9.336157,3.48,8.426178,17.13093,4.115689,8.124353,4.288667,3.9,4.108582,6.9,6.267733,5.2,5.3,6.360572,3,4.362213,6.66737,5.709186,2.2,29.07914,4.85,7.5,7.203084,1,15.00982,14.1,3.73,8.9,3.6,NA,2.17,6.559493,29.07914
2019M09,4.92803,9.799634,5.231293,7.457092,5.219686,5.66,4.7,4.028002,11.98938,5.6,2.256646,7.155916,11.31569,6.7,2.1,2.964375,3.678549,6.236471,2.88424,6.812274,5.038966,7.808348,7.723897,14,3.9,6.505841,8.048148,3.9,17.57116,4.91897,2.921572,7.4,3.266667,4.9,4.624388,3.6,9.796599,2.356477,3.5,8.804807,NA,4.8,8.3,5.341203,6.028624,9.343977,3.52,8.442523,17.06208,4.124642,8.210643,4.304678,4,4.122235,6.9,6.25,5.2,5.3,6.397736,3,4.598035,6.66737,5.706132,2.2,28.87316,4.99,7.5,6.620668,1.03,15.00505,14.1,3.74,9.2,3.5,NA,2.17,6.579418,28.87316
2019M10,4.937799,9.565215,5.295701,7.584636,5.243807,5.81,4.7,3.977221,12.09527,5.6,2.295793,7.194743,11.19389,6.5,2.1,2.933895,3.737275,5.977564,2.849095,6.65356,3.928102,8.082366,7.726553,14,4.4,6.829797,7.966667,3.9,17.19881,4.922558,3.070603,7.3,3.174074,4.8,3.505289,3.5,9.400893,2.381645,3.5,8.843669,NA,4.8,8.3,5.408702,5.862838,10.06393,3.62,8.450394,16.57974,4.092179,8.505327,4.353085,4,4.092814,6.9,6.946042,5.2,5.2,6.642577,3,4.590082,6.66737,5.712527,2.2,28.84965,5.05,7.6,6.858291,0.91,15.04871,13.5,3.73,8.9,3.6,NA,2.17,6.585022,28.84965
2019M11,4.959619,9.555612,5.108368,7.504309,5.190061,5.87,4.7,3.94998,11.7646,5.9,2.336937,7.324688,11.2086,6.7,2.2,2.980664,3.845544,5.844217,2.901813,6.625153,4.317902,8.033978,7.678688,13.9,4.4,6.76766,7.9,3.9,17.07377,4.945689,3.185757,7.4,3.185185,4.8,4.684893,4,9.538988,2.277213,3.6,8.693582,NA,4.8,8.5,5.496966,5.96326,10.09756,3.54,8.383579,16.51189,4.072767,8.474324,4.569855,4.1,4.084146,6.9,6.806809,5.2,5.2,6.749089,3,4.625451,6.66737,5.647595,2.2,28.90242,5.11,7.6,7.843121,1.09,15.04672,13.3,3.73,9.4,3.6,NA,2.17,6.565919,28.90242
2019M12,4.938472,9.700729,5.094613,7.45704,5.226968,5.93,4.7,3.920851,11.69054,5.6,2.394743,7.633945,11.12661,6.5,2,3.092138,3.853626,5.723637,2.904741,6.6303,5.324673,7.988158,7.641448,13.8,4.4,6.455231,7.833333,4,17.10215,4.926891,3.363527,7.4,3.240741,4.8,4.262176,3.5,9.777654,2.252168,3.5,8.578993,NA,4.8,8.4,5.412801,6.530037,10.11189,3.07,8.339615,16.50037,4.049886,8.44467,4.188739,4,4.111078,6.9,6.53469,5.2,5.2,6.760076,2.8,4.610917,6.66737,5.588839,2.2,28.9573,5.07,7.6,6.692811,1.1,15.08302,13.4,3.72,9,3.6,NA,2.17,6.535278,28.9573
2020M01,4.951252,9.867975,5.313634,7.252138,5.155317,5.98,5.9,4.041497,11.61075,5.5,2.416267,7.911603,11.45594,6.7,1.9,2.973837,3.793689,5.965346,3.030808,6.502728,7.033206,7.944461,7.798119,13.8,5.1,6.699734,7.825926,4.1,16.55751,4.97581,3.435294,7.5,3.281481,4.9,4.024801,3.7,9.676044,2.349223,3.6,8.782871,NA,5.5,8.6,5.529251,7.157845,10.36669,3.66,8.488968,16.45356,3.769572,8.830036,4.169183,3.9,4.243114,NA,6.433965,5.3,5.2,6.680863,2.9,4.511417,NA,7.510689,2.5,29.71563,5.02,7.6,7.379177,1.03,14.74878,13,3.71,8.5,3.6,NA,2.48,6.629811,29.71563
2020M02,4.914643,10.15104,5.147061,7.068112,5.084825,5.85,5.9,4.011001,11.61653,5.7,2.380098,8.11714,11.76852,6.5,1.8,3.269472,3.70742,5.77463,3.083525,6.409608,8.155985,7.737274,7.851041,13.6,5.1,6.713226,7.714815,4.1,16.45364,4.953059,3.760751,7.3,3.47037,4.8,6.077865,3.4,9.527479,2.407809,3.4,8.94064,NA,5.5,8.8,5.474427,7.356037,10.28641,3.67,8.548916,16.42949,3.854767,8.711125,4.084048,3.7,4.257954,NA,7.269428,5.3,5.2,6.592916,2.8,4.518554,NA,7.438623,2.5,30.2741,5.09,7.5,7.764154,1.21,15.0186,12.6,3.7,10.4,3.5,NA,2.48,6.64349,30.2741
2020M03,5.337594,10.63175,5.199615,11.83386,4.934936,6.39,5.9,3.972257,11.82764,8.4,2.839752,8.157156,12.93094,6.6,1.9,3.640427,4.090529,5.275125,3.039594,6.579684,9.232435,7.586751,7.948494,14.5,5.1,7.039202,7.559259,4.2,16.75322,5.300572,4.182506,8,3.748148,4.9,2.808523,3.5,7.429562,2.57548,3.9,9.106134,NA,5.5,9.4,6.156821,7.649318,10.17712,3.31,8.649841,16.25088,4.070421,8.646597,4.273466,3.7,4.247612,NA,7.055723,5.3,5.2,6.452677,2.9,4.626622,NA,7.409919,2.5,30.54546,5.22,7.9,6.886862,1.06,15.59846,13,3.76,9.7,4.4,NA,2.48,6.887384,30.54546
2020M04,8.766884,11.93035,6.228647,12.35563,4.853916,8.67,5.9,4.230177,12.29804,13.6,3.275394,8.944082,19.95165,7.2,2.2,3.503185,4.979136,3.158195,NA,7.38524,11.91776,9.674454,9.501356,15.3,6.7,7.10436,6.974074,4.2,17.64844,8.151753,4.971887,9.2,4.440741,4.7,6.483822,3.7,6.402477,2.661339,3.9,10.92758,NA,5.5,11.2,6.846823,8.342132,12.81454,4.69,10.39639,16.71088,4.676748,10.42979,4.646595,4.2,3.913832,NA,14.79651,16.3,5.7,5.776622,3,5.729168,NA,7.441229,3,23.29645,6.55,9.1,8.139896,NA,17.64583,13.5,4.1,9.9,14.8,NA,2.48,9.302692,23.29645
2020M05,8.555968,12.38591,7.04635,12.02666,4.902616,8.88,5.9,4.175446,12.80091,14.1,3.434538,10.81016,20.81367,7.3,2.5,3.660557,5.237929,3.045707,NA,7.672783,12.12067,9.580107,9.928118,15.5,6.7,8.52202,7.018519,4.2,19.9252,8.078106,5.621299,10.1,4.651852,5,7.206113,4.2,8.438706,2.760932,4.4,11.88167,NA,5.5,12.2,6.898638,8.565868,12.6341,4.27,10.82273,16.61327,4.948377,10.37381,4.726603,4.7,3.986535,NA,25.74185,16.3,6,5.873558,3,6.177674,NA,7.445407,3,23.51482,7.12,9.4,8.502751,NA,18.05214,13.6,4.16,9.7,13.2,NA,2.48,9.449479,23.51482
2020M06,7.988676,12.55421,7.355164,10.99003,5.290748,8.43,5.9,4.121608,13.46726,12.4,3.445429,11.76154,19.77462,7.2,2.6,3.801996,5.158226,3.620136,NA,7.727312,11.61986,9.565578,9.871703,16,6.7,7.845146,7.307407,4.4,20.66393,7.659267,5.86548,9.8,4.707407,5.7,5.346769,4.8,9.81741,2.762255,4.2,11.67607,NA,5.5,12.4,6.953496,8.519336,12.80647,5.48,10.72082,16.57181,5.156616,10.39514,5.365616,5.3,4.210883,NA,13.47243,16.3,6.3,6.266194,3.1,6.172555,NA,7.436203,3,23.59571,7.24,9.4,8.749633,NA,17.98881,13.7,3.97,10.6,11,NA,2.48,9.163289,23.59571
2020M07,7.917336,11.91083,7.359475,10.29844,6.002964,8.07,5.9,4.213639,14.01439,11,3.41369,12.41657,20.36091,7.8,3,3.996584,4.900617,6.408988,4.862715,7.848086,7.206216,7.125326,9.702908,16.3,7.7,8.116165,8.537037,4.7,16.68511,7.619574,5.949196,9.6,4.37037,6.8,7.759328,4.8,11.24626,2.89098,4.1,11.90934,NA,5.5,13.1,6.594384,8.537068,12.662,5,10.48569,15.86392,5.29236,8.954292,5.456946,5.4,5.056935,NA,16.18927,9.8,6.2,7.946983,3.2,6.288461,NA,7.415368,3.4,31.0489,7.44,9.3,9.652764,1.97,16.1404,14.1,3.9,10.6,10.2,NA,2.48,9.03381,31.0489
2020M08,7.30404,11.81321,6.835509,9.64246,6.417828,7.75,5.9,4.163665,14.80822,10.2,3.4216,12.29353,17.93982,8.5,2.7,3.831568,4.743439,7.216179,4.824641,7.637893,5.98153,7.183703,9.681348,16.5,7.7,8.433907,8.792593,5,17.09873,7.156163,6.201724,9.5,4.292593,7.2,6.550728,4.9,10.55897,2.954516,3.7,12.02866,NA,5.5,13.8,6.321448,8.500209,12.6924,4.9,10.43975,15.75625,5.373225,8.971776,5.228491,5.5,5.283697,NA,17.34269,9.8,6.2,8.252312,3.3,6.436398,NA,7.385634,3.4,30.85748,7.48,9.2,9.231144,1.84,15.95379,12.9,3.83,10.6,8.4,NA,2.48,8.748096,30.85748
2020M09,7.100467,11.76878,6.856269,9.544297,6.286542,7.54,5.9,4.132909,15.00558,9.2,3.418812,12.04662,17.1735,8.8,2.8,3.873031,4.74869,7.57826,4.815855,7.551455,5.216688,7.339863,9.604062,16.4,7.7,8.017447,8.77037,5.2,17.71704,6.989737,6.387368,9.4,4.237037,7.3,6.160425,4.5,10.36645,2.928253,4.1,11.88419,NA,5.5,14.5,6.397706,8.42255,12.6912,4.79,10.35142,15.68296,5.387142,9.05695,5.105224,5.4,5.351336,NA,15.60069,9.8,6.3,8.240869,3.3,6.390837,NA,7.352327,3.4,30.57117,7.44,8.9,9.056419,1.81,16.09648,12.6,3.78,10.7,7.8,NA,2.48,8.613483,30.57117
2020M10,6.695964,12.11295,6.939748,9.514348,5.840958,7.16,5.9,4.076491,14.96568,9,3.410531,11.6547,16.95535,9.2,3.2,3.680065,4.733296,7.172763,4.845696,7.602904,6.147147,7.279906,9.669236,16.3,7.7,8.22803,7.937037,5.2,17.60722,6.654351,6.508279,9.2,4.203704,6.4,8.638596,4.6,9.933695,3.068751,4.2,11.88468,NA,5.5,15.2,6.350992,8.156887,12.02223,4.59,10.46037,15.88655,5.382982,8.975237,5.112734,5.3,5.029473,NA,16.38957,9.7,6.3,7.269042,3.3,6.281194,NA,7.315316,3.2,31.97351,7.52,8.8,8.892789,2.03,17.39062,13.1,3.77,11.3,6.8,NA,2.48,8.47007,31.97351
2020M11,6.532557,11.84764,6.678286,9.740828,5.698622,6.83,5.9,4.050113,14.97476,8.7,3.410014,11.29309,16.15068,7.8,3,3.588357,4.64533,7.313195,4.816409,7.480008,5.838299,7.250286,9.560543,16.2,7.7,7.978212,7.759259,5.3,17.49854,6.496447,6.417383,9.1,4.192593,6.2,8.883322,4.9,8.778612,2.916054,4.1,11.67077,NA,5.5,15.7,6.314237,7.986125,12.04418,4.51,10.36132,15.7939,5.248405,8.979951,5.106453,5.2,4.911109,NA,15.04307,9.7,6.2,7.079587,3.3,6.120738,NA,7.275633,3.2,32.10973,7.62,8.8,8.771521,1.93,17.71317,13,3.77,11.1,6.7,NA,2.48,8.335553,32.10973
2020M12,6.615801,11.41201,6.593742,9.690469,5.92444,6.76,5.9,4.024324,14.94171,8.9,3.385019,11.07219,15.5827,7.8,3,3.737947,4.636343,7.452309,4.746119,7.354987,5.50908,7.230613,9.428726,16.2,7.7,8.125365,7.703704,5.3,17.26515,6.548888,6.921491,9.1,4.203704,6.2,7.270479,4.8,9.6085,3.038437,4.2,11.41661,NA,5.5,15.8,6.350445,7.905085,12.10631,4.01,10.2095,15.78808,5.020842,8.984534,4.949357,5,4.806769,NA,14.71239,9.7,6.8,6.925615,3.3,5.898547,NA,7.211835,3.2,32.25117,7.72,8.8,9.200841,1.69,17.91246,12.6,3.74,11.1,6.7,NA,2.48,8.297911,32.25117
2021M01,6.584136,10.53951,6.278177,9.530117,6.559044,6.73,5.9,4.139766,14.73099,9.2,3.39241,10.83931,14.9946,7.7,3.3,3.924221,4.519168,7.703419,NA,7.2372,4.861163,7.546081,9.052634,15.9,7.1,8.245745,7.992593,5.2,16.04246,6.503204,7.17105,9,4.296296,7,8.613284,4.5,10.09134,2.984699,4.8,11.09392,NA,5.1,15.8,6.451787,7.852406,12.32638,4.54,9.767877,15.95066,4.452035,9.149754,4.760042,5,4.73476,6.3,11.304,8.8,6.7,6.87555,3.2,5.823064,6.167068,7.042928,2.9,32.34398,7.82,8.8,9.056632,NA,17.74661,12.3,3.74,10.8,6.4,NA,3.2,8.045602,32.34398
2021M02,6.439727,10.00787,5.904265,9.338003,6.786904,6.54,5.9,4.118284,14.31955,8.5,3.378713,10.66009,14.41455,7.9,3.2,3.957133,4.596436,7.95429,NA,7.410862,4.606105,7.420561,9.110695,15.7,7.1,8.229859,8.014815,5.1,16.08342,6.379751,7.099756,8.9,4.307407,7.4,5.835612,5.1,10.16282,2.917698,4.1,11.12993,NA,5.1,15.5,6.324859,7.848576,12.28009,4.58,9.853108,15.9115,4.199934,9.063036,4.760255,4.9,4.619359,6.3,16.57816,8.8,6.8,6.841709,3.3,5.724812,6.167068,6.988055,2.9,32.80141,7.89,8.6,9.128676,NA,17.73022,13.2,3.73,11.1,6.2,NA,3.2,8.019455,32.80141
2021M03,6.324073,9.581754,5.678927,9.008911,6.745512,6.17,5.9,4.083635,14.18349,7.7,3.30833,10.21629,14.3559,7.9,3.3,3.952465,4.361559,8.057473,NA,7.146227,4.467615,7.332391,8.935962,15.5,7.1,7.98271,7.992593,5,16.97564,6.237621,6.615207,8.8,4.296296,7.7,7.598642,5.5,10.17408,2.674386,3.9,10.77867,NA,5.1,14.8,6.180908,7.871917,12.187,4.47,9.693735,15.7445,4.011932,8.998927,4.694013,4.9,4.486648,6.3,13.23047,8.8,6.7,6.848875,3.3,5.41736,6.167068,6.996893,2.9,33.03275,7.96,8.4,9.538933,NA,17.71991,12.8,3.71,9.4,6.1,NA,3.2,7.868922,33.03275
2021M04,6.309633,9.352178,5.423682,8.525423,6.479374,5.87,5.9,4.018109,14.3232,8.2,3.223559,10.11427,14.96614,7.7,3.3,3.762164,4.133776,7.963949,NA,7.186771,4.566863,7.324594,9.00222,15.7,6.4,8.544272,7.851852,5,16.68438,6.202763,6.057892,8.7,4.262963,7.5,8.988722,5.4,10.11018,2.851654,3.8,10.85613,NA,5.1,14.2,6.063035,7.883214,13.23803,4.68,9.803711,15.61157,3.895113,9.21465,4.592431,5,4.273025,6.3,12.04158,8.1,6.7,7.117034,3.3,5.238771,6.167068,7.000733,2.7,34.42163,7.94,8.2,9.001595,NA,17.77598,13.4,3.69,9.8,6.1,NA,3.2,7.901719,34.42163
2021M05,6.167919,9.108579,5.117092,8.129066,6.115417,5.57,5.9,3.976228,14.3973,8.3,3.147556,9.720359,14.4007,8.3,3.1,3.77051,3.857725,7.832751,NA,7.033962,4.603532,7.286866,8.868305,15.7,6.4,8.069178,7.796296,4.8,15.44859,6.049937,5.561504,8.7,4.207407,7,5.329941,5.4,10.12394,2.921825,3.8,10.5518,NA,5.1,14.1,5.903956,7.793833,13.06515,4.07,9.684479,15.51421,3.780311,9.159698,4.443704,5,4.040336,6.3,10.20976,8.1,6.6,7.06386,3.2,4.984955,6.167068,6.973947,2.7,34.6275,7.83,7.8,9.02972,NA,17.84866,13.4,4.19,10.1,5.8,NA,3.2,7.764241,34.6275
2021M06,6.093601,8.844576,5.04651,7.774172,6.214869,5.34,5.9,3.932004,14.10822,7.9,3.025835,9.205903,14.01499,8.1,2.8,3.61694,3.568009,7.557256,NA,6.359279,4.730244,7.295492,8.641857,15.6,6.4,7.694056,7.751852,4.7,15.12873,5.952207,5.20016,8.2,4.12963,6.4,5.971054,5.4,9.611422,2.945246,3.7,10.30551,NA,5.1,13.3,5.737947,7.750734,13.25499,4.01,9.446394,15.47393,3.705728,9.206681,4.231336,5,3.779218,6.3,9.816435,8.1,6.5,6.866873,3.1,4.790602,6.167068,6.940907,2.7,34.67929,7.64,7.5,9.088126,NA,17.98697,11,4.76,9.2,5.9,NA,3.2,7.600634,34.67929
2021M07,5.773281,8.484138,4.761624,7.618314,6.304829,5.17,5.9,3.878766,13.64169,7.4,2.94197,8.548027,12.91835,6.9,2.6,3.379306,3.460851,7.043366,NA,6.376562,4.741332,7.346875,8.466466,15.3,5.7,7.562274,7.792593,4.6,13.93856,5.66662,4.957305,7.9,3.97037,5.8,5.044853,5,9.320544,2.796632,3.3,9.954527,NA,5.1,13.3,5.656446,7.54232,11.8102,4.06,9.267908,15.38476,3.751125,8.959535,3.911965,4.5,3.429643,6.3,9.7866,7.2,6.4,6.421704,3,4.604458,6.167068,6.903534,2.6,35.21864,7.49,7.4,8.599154,NA,18.385,11.6,4.39,10.4,5.4,NA,3.2,7.364457,35.21864
2021M08,5.608561,8.230741,4.640937,7.448572,6.427096,5.11,5.9,3.848417,13.1387,7.1,2.865058,8.192793,13.3793,6.6,2.8,3.322373,3.308202,6.799636,NA,6.371008,4.884171,7.402064,8.38086,14.9,5.7,7.00526,7.714815,4.4,13.66562,5.506096,4.803754,7.7,3.892593,5.4,5.221607,5.1,9.437103,2.759462,3.2,9.71249,NA,5.1,12.3,5.548106,7.284043,11.84885,4,9.197491,15.28759,3.69815,8.983052,3.970147,4.2,3.252375,6.3,9.532823,7.2,6.3,6.20723,2.9,4.454004,6.167068,6.859844,2.6,35.03459,7.29,7.2,8.852481,NA,18.31862,12,4.08,9.3,5.1,NA,3.2,7.245693,35.03459
2021M09,5.390914,7.982023,4.717036,7.337789,6.181644,5.02,5.9,3.825588,12.71484,7,2.76862,8.217111,12.74937,6.2,2.6,3.380238,3.170787,6.646564,NA,6.13016,4.958682,7.494129,8.238374,14.4,5.7,7.402831,7.592593,4.3,13.50914,5.315704,4.625475,7.5,3.837037,5.2,3.828153,5,8.967104,2.727109,3,9.471019,NA,5.1,11.7,5.41384,7.046304,11.81803,3.92,9.042838,15.21169,3.623061,8.988876,3.936817,3.8,3.160209,6.3,10.22032,7.2,6.3,6.098295,2.9,4.29937,6.167068,6.805799,2.6,34.79125,7.13,7.1,8.999184,NA,17.96536,11.3,3.93,9.1,4.7,NA,3.2,7.071562,34.79125
2021M10,5.260082,7.786303,5.18765,7.066712,6.043928,4.96,5.9,3.777075,12.41575,6.5,2.66779,8.125302,13.30038,6.4,2.4,3.2595,2.974412,7.086019,NA,6.04045,4.941024,7.469314,8.197948,13.9,5.5,6.724371,7.307407,4.2,13.55219,5.198162,4.510608,7.3,3.862963,5.3,5.615984,4.8,9.175797,2.674639,3.2,9.292319,NA,5.1,11.2,5.269667,7.171173,11.7679,3.84,9.010052,15.07826,3.428735,8.876174,3.862035,3.8,3.235383,6.3,9.082087,8,6.1,6.164421,2.8,4.281309,6.167068,6.732219,2.4,34.85939,6.98,6.9,8.567824,NA,16.92287,11.1,3.81,8.1,4.5,NA,3.2,6.99338,34.85939
2021M11,5.045645,7.49903,4.539234,7.128271,5.801576,4.94,5.9,3.753158,12.05871,6.1,2.581569,7.867346,13.30059,6.3,2.2,3.265789,2.768743,7.071231,NA,6.032335,4.85893,7.444886,8.122882,13.5,5.5,6.891942,7.185185,4.2,13.36371,5.025161,4.25029,7.2,3.807407,5.3,4.075437,4.3,8.673971,2.826972,3.1,9.077953,NA,5.1,10.4,5.238901,7.330132,11.75144,3.81,8.922818,14.96686,3.377405,8.826978,3.692187,3.6,3.222462,6.3,8.824307,8,6,6.14633,2.7,4.312107,6.167068,6.750551,2.4,34.95001,6.88,6.8,8.583624,NA,16.41649,11.1,3.68,7.6,4.1,NA,3.2,6.860079,34.95001
2021M12,4.939104,7.24516,4.23447,6.903853,5.627356,4.84,5.9,3.731768,11.67054,5.9,2.514577,7.70078,12.26198,6.1,2.2,3.210156,2.501029,6.916058,NA,5.978361,4.781279,7.421626,7.989574,13.3,5.5,7.130439,7.107407,4.1,12.83824,4.931289,4.179939,7.1,3.72963,5.1,4.588167,4,8.866531,2.730791,3.4,8.711164,NA,5.1,9.9,5.181193,7.362974,11.80429,3.73,8.768278,14.97363,3.376194,8.795146,3.815869,3.4,3.213815,6.3,7.979621,8,5.8,6.043007,2.9,4.28521,6.167068,6.71268,2.4,35.06014,6.87,6.6,7.986383,NA,16.0952,11,3.71,7.5,3.9,NA,3.2,6.737609,35.06014
2022M01,4.955762,6.985324,4.102952,6.641498,5.370081,4.65,5.4,3.646745,11.34708,6.5,2.431172,7.67846,12.4007,5.8,2.3,3.157322,2.592955,6.493,3.592111,5.991604,4.737335,7.298584,7.718375,13.3,5.6,6.986978,7.103704,4,13.73368,4.899269,3.960864,7,3.585185,5,3.281459,3.7,8.482942,2.796222,3.4,8.594054,NA,4.7,9.6,4.973691,7.271327,11.87881,3.57,8.479593,14.83256,3.462745,8.394107,3.689825,3.3,3.182269,NA,9.287837,6.4,5.7,5.716155,2.9,4.317746,NA,4.882563,2.3,34.35788,6.91,6.3,8.115299,1.82,16.15372,11.1,3.69,7.5,4,NA,2.34,6.592893,34.35788
